FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,24,29,24,31 poly=1,32,465,4077,24158,102614,323126,768674,1393195,1923583,2005312,1548141,855232,318502,71499,7448,84,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,24,29,1,31 poly=1,32,465,4076,24133,102344,321447,761949,1374894,1888963,1959767,1507427,831930,311105,70736,7555,79,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,1,29,30,31 poly=1,32,465,4075,24108,102067,319641,754209,1351879,1840237,1885791,1427639,772519,282287,62635,6567,75,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,1,29,1,31 poly=1,32,465,4077,24156,102583,322928,768036,1392359,1924806,2012736,1563309,872918,330909,76381,8269,78,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,22,27,22,29,1,31 poly=1,32,465,4074,24089,101911,318930,752336,1349516,1841551,1896734,1448404,794123,295485,67045,7190,81,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,22,27,1,29,30,31 poly=1,32,465,4072,24040,101379,315537,738153,1308537,1757606,1773953,1321330,703601,253518,55727,5841,71,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,22,27,1,29,1,31 poly=1,32,465,4074,24088,101895,318822,751945,1348757,1841096,1898138,1452492,799320,299195,68480,7418,77,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,21,27,1,29,1,31 poly=1,32,465,4074,24086,101851,318391,749464,1339429,1817032,1854653,1397440,751495,272106,59551,6181,111,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,30,31 poly=1,32,465,4071,24015,101101,313715,730300,1285051,1707574,1697416,1237904,640490,222145,46558,4648,65,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,28,31 poly=1,32,465,4072,24040,101378,315516,737963,1307558,1754416,1767076,1311402,694151,247876,53838,5574,69,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,1,31 poly=1,32,465,4073,24063,101618,317019,744252,1326056,1793543,1826849,1376574,743329,272062,60719,6417,71,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,28,27,1,31 poly=1,32,465,4074,24087,101874,318624,750841,1344720,1830947,1880267,1430498,780853,289215,65452,7101,115,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,1,29,1,31 poly=1,32,465,4076,24134,102368,321695,763421,1380508,1903469,1985743,1539707,859229,326071,75521,8229,78,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,21,1,27,1,29,1,31 poly=1,32,465,4077,24157,102604,323127,769159,1396547,1935629,2032503,1588852,895902,344781,81601,9325,159,3 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,12,15,12,17,1,19,20,21,22,19,1,25,1,27,1,29,1,31 poly=1,32,465,4078,24178,102801,324219,773143,1406625,1953753,2055853,1610255,909543,350556,83091,9521,167,3 breaks=16(dist5)
