FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,4,9,4,11,4,13,4,15,3,17,18,17,20,17,22,17,24,2,26,1,28,29,30,31 poly=1,32,465,4079,24201,103034,325596,778431,1420495,1979079,2087881,1637350,923500,353701,82580,9140,129,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,4,9,4,11,4,13,4,15,3,17,18,17,20,17,22,2,24,2,26,1,28,29,30,31 poly=1,32,465,4078,24178,102800,324201,773000,1405960,1951734,2051645,1604123,903333,346323,81280,9100,129,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,8,1,12,13,14,15,16,13,18,13,20,12,22,23,22,25,22,27,22,29,1,31 poly=1,32,465,4073,24065,101656,317340,745842,1331180,1804802,1844021,1394711,756329,278155,62511,6755,116,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,16,23,16,25,1,27,28,29,28,31 poly=1,32,465,4087,24387,104962,337421,826372,1556136,2254037,2490339,2059167,1231585,501952,124478,14319,118,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,16,23,16,25,1,27,28,29,1,31 poly=1,32,465,4087,24386,104950,337385,826557,1558111,2262170,2510456,2091915,1267215,527067,134903,16260,117,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,16,23,1,25,26,27,26,29,26,31 poly=1,32,465,4085,24343,104525,334820,816014,1527018,2194739,2402163,1964139,1159200,464953,113068,12699,110,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,16,23,1,25,26,27,26,29,1,31 poly=1,32,465,4084,24318,104258,333185,809567,1509739,2162627,2361133,1929780,1142914,463183,115121,13451,107,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,16,23,1,25,26,27,1,29,30,31 poly=1,32,465,4083,24293,103982,331392,801888,1486809,2113575,2285364,1846024,1078526,430722,105597,12246,105,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,16,23,1,25,26,27,1,29,1,31 poly=1,32,465,4085,24341,104500,334725,816167,1529803,2206979,2432941,2014260,1213314,502607,128433,15499,107,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,1,23,24,25,24,27,24,29,1,31 poly=1,32,465,4083,24296,104038,331864,804264,1494747,2132027,2315715,1881156,1106326,444839,109634,12719,111,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,1,23,24,25,24,27,1,29,1,31 poly=1,32,465,4083,24295,104025,331805,804232,1495557,2136134,2326376,1898529,1124810,457378,114574,13578,109,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,1,23,24,25,1,27,28,29,1,31 poly=1,32,465,4082,24270,103749,330014,796585,1472841,2087879,2252428,1817381,1062669,425907,105129,12307,106,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,16,21,1,23,24,25,1,27,1,29,1,31 poly=1,32,465,4085,24341,104501,334744,816324,1530555,2209307,2437827,2021316,1220246,507047,130114,15791,111,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,3,6,3,8,3,10,3,12,3,14,2,16,17,16,19,1,21,22,23,1,25,1,27,1,29,1,31 poly=1,32,465,4087,24386,104953,337442,827029,1560383,2269261,2525513,2114000,1289348,541598,140571,17279,131,1 breaks=16(dist5)
STATS n=32 trees=1703738413 failures=14 alarms=0
