FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,24,29,1,31 poly=1,32,465,4074,24085,101829,318179,748283,1335214,1806966,1838385,1379906,739453,267322,58640,6086,77,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,1,29,1,31 poly=1,32,465,4075,24108,102067,319641,754210,1351895,1840343,1886173,1428460,773591,283103,62952,6610,76,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,22,27,1,29,1,31 poly=1,32,465,4072,24040,101380,315556,738310,1309281,1759846,1778425,1327306,708846,256381,56592,5953,75,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,28,31 poly=1,32,465,4070,23992,100864,312271,724521,1269104,1676619,1655137,1198009,615541,212590,44638,4509,67,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,1,31 poly=1,32,465,4071,24015,101103,313755,730651,1286830,1713337,1709864,1256007,657907,232671,50123,5156,69,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,1,29,1,31 poly=1,32,465,4074,24086,101852,318409,749610,1340140,1819349,1859929,1405882,760758,278665,62172,6570,76,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,1,12,13,14,15,16,13,18,13,20,13,22,12,24,25,24,27,24,29,24,31 poly=1,32,465,4074,24087,101868,318514,749951,1340531,1818240,1854310,1394347,746962,268720,58171,5883,75,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,9,10,1,12,13,14,15,16,13,18,13,20,12,22,23,22,25,22,27,22,29,1,31 poly=1,32,465,4072,24040,101379,315538,738166,1308604,1757770,1774086,1321058,702747,252536,55184,5724,73,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,4,9,2,11,1,13,14,15,14,13,18,13,20,13,22,13,24,1,26,27,26,29,26,31 poly=1,32,465,4079,24204,103092,326102,781067,1429620,2001136,2125879,1683995,963473,376477,90363,10368,141,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,4,9,2,11,1,13,14,15,14,13,18,13,20,13,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4078,24183,102895,325007,777041,1419285,1982110,2100528,1659682,947057,369028,88293,10084,133,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,2,7,8,9,2,11,1,13,14,15,16,13,18,19,20,13,22,1,24,25,26,27,24,29,30,31 poly=1,32,465,4068,23944,100358,309184,712437,1237317,1619455,1585102,1140942,586181,203979,43487,4474,65,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,2,7,8,9,2,11,1,13,14,15,16,13,18,19,20,13,22,1,24,25,26,27,24,29,24,31 poly=1,32,465,4070,23992,100872,312426,725830,1275435,1695994,1694244,1250587,661883,238115,52535,5547,67,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,2,7,8,9,2,11,1,13,14,15,16,13,18,19,20,13,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4073,24063,101620,317059,744602,1327820,1799216,1839019,1394216,760391,282591,64458,6995,70,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,2,7,8,9,2,11,1,13,14,15,16,13,18,19,20,1,22,23,24,25,22,27,22,29,22,31 poly=1,32,465,4071,24015,101106,313814,731156,1289303,1720998,1725529,1277391,677130,243560,53641,5653,70,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,2,7,8,9,2,11,1,13,14,15,16,13,18,19,20,1,22,23,22,25,22,27,22,29,22,31 poly=1,32,465,4075,24108,102069,319681,754560,1353661,1846040,1898461,1446410,791117,294042,66896,7238,77,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,2,7,8,9,2,11,1,13,14,15,16,13,18,19,18,13,22,13,24,1,26,27,26,29,26,31 poly=1,32,465,4074,24086,101857,318507,750449,1344270,1832295,1886940,1443893,796428,300110,69734,7840,121,2 breaks=16(dist5)
