FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,7,2,9,10,11,1,13,14,15,16,17,18,13,20,13,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4071,24015,101101,313715,730301,1285067,1707680,1697795,1238700,641481,222832,46773,4658,65,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,2,12,13,12,15,12,17,12,19,12,21,1,23,24,25,26,27,1,29,1,31 poly=1,32,465,4077,24158,102612,323085,768313,1391381,1917784,1992943,1530298,838077,308040,67883,6918,81,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,25,1,27,1,29,1,31 poly=1,32,465,4076,24136,102397,321850,763669,1379351,1895831,1964655,1504991,823014,302582,66903,6878,81,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,2,12,13,12,15,12,17,12,19,1,21,22,23,24,23,1,27,1,29,1,31 poly=1,32,465,4077,24162,102697,323887,772760,1407517,1958070,2063603,1617351,911846,348961,81298,8961,132,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,3,9,2,11,2,13,1,15,16,17,18,15,20,15,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4075,24110,102107,320001,756132,1358635,1856561,1913325,1459856,797962,295116,66372,7105,115,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,3,7,2,9,2,11,2,13,1,15,16,17,18,15,20,21,22,15,24,1,26,27,26,29,26,31 poly=1,32,465,4074,24085,101834,318274,749075,1339024,1818666,1862334,1412992,769940,285318,64869,7116,117,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,3,7,2,9,2,11,2,13,1,15,16,17,18,15,20,21,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4075,24108,102067,319646,754289,1352433,1842422,1891214,1436447,781914,288676,65204,7089,115,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,3,7,2,9,2,11,2,13,1,15,16,17,18,15,20,15,22,15,24,1,26,27,26,29,26,31 poly=1,32,465,4077,24156,102584,322952,768272,1393643,1929153,2022408,1577756,887349,340255,80031,9001,127,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,3,7,2,9,2,11,2,13,1,15,16,17,18,15,20,15,22,1,24,25,26,27,24,29,24,31 poly=1,32,465,4074,24085,101834,318274,749074,1339008,1818559,1861941,1412122,768749,284331,64412,7020,113,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,3,7,2,9,2,11,2,13,1,15,16,17,18,15,20,15,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4077,24156,102583,322933,768115,1392897,1926890,2017821,1571456,881549,336814,78825,8797,119,2 breaks=16(dist5)
STATS n=32 trees=1696653542 failures=10 alarms=0
