FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,24,25,1,27,28,29,30,31 poly=1,32,465,4074,24086,101849,318350,749100,1337584,1811111,1842069,1379497,734548,261939,55994,5562,68,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,24,25,1,27,28,29,30,29 poly=1,32,465,4075,24112,102149,320388,758206,1365854,1873792,1942281,1494351,826734,311254,71897,7989,118,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,3,25,1,27,28,29,30,31 poly=1,32,465,4076,24134,102365,321636,762911,1377950,1895201,1967701,1512729,831884,308060,68544,7012,72,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,3,25,1,27,28,29,30,29 poly=1,32,465,4077,24160,102665,323676,772053,1406501,1959134,2071437,1634105,932028,363559,87227,9991,123,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,3,25,1,27,28,29,30,27 poly=1,32,465,4077,24160,102666,323696,772227,1407373,1961939,2077523,1643175,941258,369769,89795,10548,165,3 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,1,25,26,27,28,29,28,31 poly=1,32,465,4075,24111,102124,320115,756473,1358702,1853537,1901941,1437657,771468,275548,58048,5476,72,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,1,25,26,27,28,29,26,31 poly=1,32,465,4075,24111,102125,320136,756664,1359700,1856877,1909463,1449251,783584,283784,61344,6069,74,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,1,25,26,27,28,29,1,31 poly=1,32,465,4075,24111,102126,320155,756826,1360516,1859565,1915511,1458659,793568,290696,64160,6581,74,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,1,25,26,27,28,27,26,31 poly=1,32,465,4076,24136,102402,321943,764426,1382915,1906608,1986561,1535323,851260,319515,72842,7860,121,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,1,25,26,27,28,27,1,31 poly=1,32,465,4076,24137,102426,322193,765932,1388786,1922246,2015723,1573513,885754,340011,80063,9008,124,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,5,8,5,10,5,12,4,14,15,14,17,14,19,14,21,3,23,1,25,26,27,28,25,1,31 poly=1,32,465,4076,24136,102404,321982,764762,1384603,1912101,1998695,1553801,870474,332637,78226,8929,163,3 breaks=16(dist5)
