FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,8,17,7,19,20,19,22,19,24,19,26,1,28,1,30 poly=1,31,435,3675,20957,85647,259672,595799,1044531,1400843,1426744,1084628,596361,224332,51933,5748,70,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,8,17,7,19,20,19,22,19,24,1,26,27,28,1,30 poly=1,31,435,3672,20889,84962,255609,579960,1001694,1318308,1312493,971796,518797,189069,42388,4574,67,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,8,17,7,19,20,19,22,19,24,1,26,1,28,1,30 poly=1,31,435,3675,20957,85648,259689,595923,1045046,1402194,1429075,1087281,598288,225149,52093,5752,70,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,17,24,1,26,27,28,27,30 poly=1,31,435,3670,20846,84546,253211,570780,977107,1271097,1247091,907036,474179,168772,36878,3873,59,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,17,24,1,26,27,28,1,30 poly=1,31,435,3671,20868,84766,254533,576087,992055,1301277,1290925,952306,506475,183840,41014,4386,59,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,17,24,1,26,1,28,1,30 poly=1,31,435,3674,20936,85452,258611,592023,1035250,1384647,1406451,1066396,584777,219290,50531,5540,62,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,1,24,25,26,25,28,1,30 poly=1,31,435,3669,20824,84335,252047,566677,967410,1255448,1229918,894576,468582,167453,36821,3909,61,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,1,24,25,26,1,28,29,30 poly=1,31,435,3668,20800,84082,250495,560496,950548,1223099,1185900,852365,440710,155383,33726,3549,58,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,1,24,25,26,1,28,1,30 poly=1,31,435,3671,20868,84768,254568,576351,993188,1304345,1296403,958833,511598,186386,41754,4492,63,1 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,1,24,25,24,1,28,1,30 poly=1,31,435,3672,20890,84982,255787,580890,1004859,1325664,1324402,985256,529290,194560,44225,4931,99,2 breaks=16(dist5)
FAIL n=31 alpha=17 par=0,1,2,3,4,4,1,7,8,9,8,11,8,13,8,15,7,17,18,17,20,17,22,1,24,1,26,1,28,1,30 poly=1,31,435,3675,20957,85649,259705,596034,1045486,1403296,1430890,1089257,599673,225731,52217,5760,70,1 breaks=16(dist5)
STATS n=31 trees=630924936 failures=11 alarms=0
