FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,9,8,3,12,3,14,3,16,2,18,19,18,21,18,23,1,25,26,27,1,29,1,31 poly=1,32,465,4079,24200,103020,325531,778440,1421869,1985883,2105833,1667136,955670,375869,91599,10913,208,4 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,14,23,1,25,26,27,1,29,30,31 poly=1,32,465,4079,24202,103054,325776,779399,1423973,1987899,2104071,1658927,943973,366852,87718,10072,137,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,14,23,1,25,26,27,1,29,1,31 poly=1,32,465,4081,24250,103571,329086,793453,1465721,2076938,2241476,1811134,1061873,427365,106155,12592,141,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,26,25,1,29,1,31 poly=1,32,465,4078,24183,102903,325147,778124,1424181,1996475,2129175,1699094,984107,391942,96855,11668,206,4 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,1,27,28,29,1,31 poly=1,32,465,4077,24157,102605,323148,769352,1397568,1939076,2040276,1600719,908000,352616,84446,9705,123,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,1,27,28,27,1,31 poly=1,32,465,4078,24181,102861,324756,775990,1416576,1977853,2097149,1660361,951794,374220,91098,10825,204,4 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,14,21,1,23,24,25,1,27,1,29,1,31 poly=1,32,465,4080,24228,103356,327850,788794,1453589,2054574,2212112,1783938,1044593,420228,104421,12388,133,2 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,24,23,1,27,1,29,1,31 poly=1,32,465,4078,24183,102904,325165,778265,1424818,1998321,2132773,1703887,988436,394501,97769,11832,214,4 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,3,8,3,10,3,12,2,14,15,14,17,14,19,1,21,22,23,1,25,26,25,1,29,1,31 poly=1,32,465,4078,24180,102842,324599,775245,1414326,1973341,2091099,1655086,949063,373619,91195,10889,208,4 breaks=16(dist5)
STATS n=32 trees=1833325055 failures=9 alarms=0
