FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,14,15,12,17,12,19,1,21,22,23,24,25,22,27,1,29,30,31 poly=1,32,465,4069,23969,100632,310923,719541,1256940,1656902,1634632,1185784,613134,214137,45644,4678,68,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,14,15,12,17,12,19,1,21,22,23,24,25,22,27,1,29,1,31 poly=1,32,465,4071,24017,101147,314186,733124,1296032,1736565,1750297,1304358,696690,252481,55918,5901,74,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,14,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,28,31 poly=1,32,465,4069,23969,100631,310902,719351,1255964,1653750,1627951,1176389,604506,209208,44072,4465,66,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,14,15,12,17,12,19,1,21,22,23,24,25,1,27,28,29,1,31 poly=1,32,465,4070,23992,100870,312386,725481,1273689,1690456,1682621,1234251,646702,229185,49532,5110,68,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,6,3,8,3,10,2,12,13,14,15,12,17,12,19,1,21,22,23,24,25,1,27,1,29,1,31 poly=1,32,465,4073,24063,101619,317038,744409,1326798,1795760,1831213,1382283,748203,274642,61480,6517,75,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,4,9,4,11,4,13,4,15,3,17,18,17,20,17,22,17,24,2,26,1,28,29,30,31 poly=1,32,465,4083,24293,103981,331372,801708,1485849,2110215,2277300,1832584,1063166,419202,100477,11222,105,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,4,9,4,11,4,13,4,15,3,17,18,17,20,17,22,2,24,2,26,1,28,29,30,31 poly=1,32,465,4082,24270,103747,329974,796233,1471038,2081900,2238973,1796531,1040678,410793,99017,11202,105,1 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,4,3,10,3,12,3,14,3,16,2,18,19,18,21,18,23,1,25,26,27,1,29,1,31 poly=1,32,465,4080,24224,103277,327158,785234,1441613,2026882,2167199,1732918,1004983,400452,98945,11925,216,4 breaks=16(dist5)
FAIL n=32 alpha=17 par=0,1,2,3,4,5,4,7,2,9,1,11,12,13,14,12,16,11,18,11,20,11,22,1,24,25,24,27,24,29,24,31 poly=1,32,465,4076,24133,102343,321431,761839,1374465,1887914,1958109,1505792,831117,311214,71145,7773,119,2 breaks=16(dist5)
STATS n=32 trees=1752904658 failures=9 alarms=0
