n,edges,root,E,J,I,E_geq_J_coeffwise,E_dom_J,SCC,I_dom_1pxJ,IpxE_dom_E,gk_ck_plus_dk_ge0,gk_min,SCC_ge_xI,SCC_minus_xI_min,d_km1_JE_ge0_prefix_to_modeI,d_km1_JE_min_prefix,mode_I,ratio_J_over_E_logconcave,ratio_J_over_E_logconcave_min_crossdiff,min_SCC_margin,max_neg_d_I_E,SCC_ratio,min_nontriv_SCC_margin,SCC_ratio_nontriv,rooted_code
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",2,"(1, 7, 15, 13, 4)","(1, 6, 10, 5)","(1, 8, 21, 23, 9)",True,True,True,True,True,True,61,True,0,False,-55,3,True,50,0,0.0,inf,2.0,inf,((((())(())())))
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",3,"(1, 7, 15, 13, 4)","(1, 6, 10, 7, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,24,True,0,False,-25,3,False,-440,0,0.0,inf,2.0,inf,(((((())()()))))
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",2,"(1, 7, 15, 13, 4)","(1, 6, 11, 8, 2)","(1, 8, 21, 24, 12, 2)",True,True,True,False,True,True,24,True,0,False,-23,3,True,1,0,0.0,inf,2.0,inf,((((())()())()))
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",5,"(1, 7, 15, 13, 4)","(1, 6, 13, 12, 4)","(1, 8, 21, 26, 16, 4)",True,False,True,False,True,True,32,True,0,False,-1,3,False,-821,0,0.0,inf,2.0,inf,(((())(())()()))
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",5,"(1, 7, 15, 13, 6, 1)","(1, 6, 10, 5, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,24,True,0,False,-55,3,True,13,0,0.0,inf,2.0,inf,(((((()))()())))
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",3,"(1, 7, 15, 13, 6, 1)","(1, 6, 10, 7, 2)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,28,True,0,False,-25,3,False,-350,0,0.0,inf,2.0,inf,(((((()()())))))
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",7,"(1, 7, 15, 13, 6, 1)","(1, 6, 11, 7, 2)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,28,True,0,False,-38,3,True,1,0,0.0,inf,2.0,inf,(((()()())(())))
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",6,"(1, 7, 15, 13, 6, 1)","(1, 6, 11, 10, 5, 1)","(1, 8, 21, 24, 16, 6, 1)",True,False,True,False,True,True,2,True,0,False,-13,3,False,-2489,0,0.0,inf,2.0,inf,((((()()()))()))
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",2,"(1, 7, 15, 13, 6, 1)","(1, 6, 13, 13, 6, 1)","(1, 8, 21, 26, 19, 7, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-2171,0,0.0,inf,2.0,inf,((((()))()()()))
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",5,"(1, 7, 15, 14, 6, 1)","(1, 6, 10, 6, 1)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,22,True,0,False,-50,3,True,14,0,0.0,inf,2.0,inf,((((()())()())))
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",6,"(1, 7, 15, 14, 6, 1)","(1, 6, 10, 7, 2)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,27,True,0,False,-35,3,True,50,0,0.0,inf,2.0,inf,((((()()())())))
8,"((0, 1), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4))",2,"(1, 7, 15, 14, 6, 1)","(1, 6, 12, 11, 5, 1)","(1, 8, 21, 26, 17, 6, 1)",True,False,True,False,True,True,2,True,0,False,-6,3,False,-870,0,0.0,inf,2.0,inf,(((()()())()()))
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",4,"(1, 7, 15, 14, 6, 1)","(1, 6, 13, 13, 6, 1)","(1, 8, 21, 27, 19, 7, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-988,0,0.0,inf,2.0,inf,(((()())()()()))
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",2,"(1, 7, 15, 16, 9, 2)","(1, 6, 10, 7, 2)","(1, 8, 21, 26, 16, 4)",True,True,True,True,True,True,53,True,0,False,-55,3,True,50,0,0.0,inf,2.0,inf,((((())()()())))
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",7,"(1, 7, 15, 16, 9, 2)","(1, 6, 10, 10, 5, 1)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,False,True,True,6,True,0,False,-20,3,False,-2300,0,0.0,inf,2.0,inf,((((()()()()))))
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",2,"(1, 7, 15, 16, 9, 2)","(1, 6, 11, 10, 5, 1)","(1, 8, 21, 27, 19, 7, 1)",True,True,True,False,True,True,6,True,0,False,-26,3,False,-580,0,0.0,inf,2.0,inf,(((()()()())()))
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",3,"(1, 7, 15, 16, 9, 2)","(1, 6, 14, 16, 9, 2)","(1, 8, 21, 30, 25, 11, 2)",True,False,True,False,True,True,8,True,0,False,-1,3,False,-146,0,0.0,inf,2.0,inf,(((())()()()()))
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",2,"(1, 7, 15, 20, 15, 6, 1)","(1, 6, 10, 10, 5, 1)","(1, 8, 21, 30, 25, 11, 2)",True,True,True,True,True,True,22,True,0,False,-50,3,True,15,0,0.0,inf,2.0,inf,(((()()()()())))
8,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7))",1,"(1, 7, 15, 20, 15, 6, 1)","(1, 6, 15, 20, 15, 6, 1)","(1, 8, 21, 35, 35, 21, 7, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-195,0,0.0,inf,2.0,inf,((()()()()()()))
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",2,"(1, 7, 16, 13, 2)","(1, 5, 7, 3)","(1, 8, 21, 20, 5)",True,True,True,False,True,True,52,True,0,False,-31,2,True,57,0,0.0,inf,2.0,inf,(((((()))))(()))
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",1,"(1, 7, 16, 13, 2)","(1, 5, 8, 4)","(1, 8, 21, 21, 6)",True,True,True,False,True,True,52,True,0,False,-24,2,True,8,0,0.0,inf,2.0,inf,(((())(()))(()))
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",1,"(1, 7, 16, 13, 2)","(1, 5, 8, 5, 1)","(1, 8, 21, 21, 7, 1)",True,False,True,False,True,True,6,True,0,False,-24,2,False,-576,0,0.0,inf,2.0,inf,((((()))())(()))
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",1,"(1, 7, 16, 13, 3)","(1, 5, 7, 2)","(1, 8, 21, 20, 5)",True,True,True,True,True,True,52,True,0,False,-31,2,True,57,0,0.0,inf,2.0,inf,((((())))((())))
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",0,"(1, 7, 16, 13, 3)","(1, 5, 8, 4)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,52,True,0,False,-24,2,True,8,0,0.0,inf,2.0,inf,(((())())((())))
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",1,"(1, 7, 16, 13, 3)","(1, 5, 8, 5, 1)","(1, 8, 21, 21, 8, 1)",True,True,True,False,True,True,12,True,0,False,-24,2,False,-576,0,0.0,inf,2.0,inf,((((())))(()()))
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",0,"(1, 7, 16, 13, 3)","(1, 5, 9, 7, 2)","(1, 8, 21, 22, 10, 2)",True,False,True,False,True,True,15,True,0,False,-17,3,False,-1589,0,0.0,inf,2.0,inf,(((())())(()()))
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",3,"(1, 7, 16, 14, 4)","(1, 5, 6, 1)","(1, 8, 21, 20, 5)",True,True,True,True,True,True,52,False,-10,False,-38,2,True,64,0,10.0,0.0,2.0,0.2,((((((())))))())
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",4,"(1, 7, 16, 14, 4)","(1, 5, 7, 2)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,52,True,0,False,-31,2,True,57,0,0.0,inf,2.0,inf,((((()))(()))())
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",2,"(1, 7, 16, 14, 4)","(1, 5, 7, 3)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,52,True,0,False,-31,2,True,57,0,0.0,inf,2.0,inf,(((((())))())())
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",5,"(1, 7, 16, 14, 4)","(1, 5, 7, 4, 1)","(1, 8, 21, 21, 8, 1)",True,True,True,False,True,True,20,True,0,False,-31,2,False,-348,0,0.0,inf,2.0,inf,((((()())))(()))
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",1,"(1, 7, 16, 14, 4)","(1, 5, 8, 5, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,False,True,True,20,True,0,False,-32,3,False,-128,0,0.0,inf,2.0,inf,(((()())())(()))
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",1,"(1, 7, 16, 14, 4)","(1, 5, 9, 7, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,24,True,0,False,-17,3,False,-1022,0,0.0,inf,2.0,inf,(((())()())(()))
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",0,"(1, 7, 16, 14, 6, 1)","(1, 5, 7, 2)","(1, 8, 21, 21, 8, 1)",True,True,True,True,True,True,20,False,-14,False,-31,2,True,0,0,14.0,0.0,2.0,0.14285714285714285,(((()()))((())))
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",1,"(1, 7, 16, 14, 6, 1)","(1, 5, 8, 5, 1)","(1, 8, 21, 22, 11, 2)",True,True,True,True,True,True,23,True,0,False,-32,3,False,-128,0,0.0,inf,2.0,inf,(((()()))(()()))
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",0,"(1, 7, 16, 14, 6, 1)","(1, 5, 9, 7, 2)","(1, 8, 21, 23, 13, 3)",True,True,True,False,True,True,27,True,0,False,-17,3,False,-1022,0,0.0,inf,2.0,inf,(((()))(()()()))
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",0,"(1, 7, 16, 14, 6, 1)","(1, 5, 10, 10, 5, 1)","(1, 8, 21, 24, 16, 6, 1)",True,False,True,False,True,True,2,True,0,False,-10,3,False,-3000,0,0.0,inf,2.0,inf,((()()())(()()))
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",2,"(1, 7, 16, 15, 5)","(1, 5, 6, 1)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,52,False,-15,False,-38,2,True,80,0,15.0,0.0,2.0,0.13333333333333333,((((())(())))())
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",6,"(1, 7, 16, 15, 5)","(1, 5, 6, 2)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,52,True,0,False,-38,2,True,106,0,0.0,inf,2.0,inf,(((((())())))())
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 4), (2, 3), (5, 6))",2,"(1, 7, 16, 15, 5)","(1, 5, 7, 3)","(1, 8, 21, 22, 8)",True,True,True,True,True,True,52,True,0,False,-57,3,True,57,0,0.0,inf,2.0,inf,((((())())())())
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",1,"(1, 7, 16, 15, 5)","(1, 5, 8, 4)","(1, 8, 21, 23, 9)",True,True,True,True,True,True,52,True,0,False,-56,3,True,8,0,0.0,inf,2.0,inf,(((())(())())())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",2,"(1, 7, 16, 15, 6, 1)","(1, 5, 6, 1)","(1, 8, 21, 21, 7, 1)",True,True,True,True,True,True,20,False,-21,False,-38,2,True,0,0,21.0,0.0,2.0,0.09523809523809523,(((((()))()))())
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",6,"(1, 7, 16, 15, 6, 1)","(1, 5, 6, 2)","(1, 8, 21, 21, 8, 1)",True,True,True,True,True,True,19,False,-6,False,-38,2,True,0,0,6.0,0.0,2.0,0.3333333333333333,(((((()()))))())
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",4,"(1, 7, 16, 15, 6, 1)","(1, 5, 7, 2)","(1, 8, 21, 22, 8, 1)",True,True,True,True,True,True,19,False,-12,False,-73,3,True,0,0,12.0,0.0,2.0,0.16666666666666666,(((()())(()))())
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",2,"(1, 7, 16, 15, 6, 1)","(1, 5, 7, 4, 1)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,23,True,0,False,-41,3,False,-39,0,0.0,inf,2.0,inf,((((()()))())())
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",4,"(1, 7, 16, 15, 6, 1)","(1, 5, 8, 5, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,22,True,0,False,-40,3,True,8,0,0.0,inf,2.0,inf,((((()))()())())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",2,"(1, 7, 16, 16, 7, 1)","(1, 5, 6, 2)","(1, 8, 21, 22, 9, 1)",True,True,True,True,True,True,31,False,-10,False,-64,3,True,0,0,10.0,0.0,2.0,0.2,((((()())()))())
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",4,"(1, 7, 16, 16, 7, 1)","(1, 5, 8, 5, 1)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,35,True,0,False,-48,3,True,8,0,0.0,inf,2.0,inf,(((()())()())())
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",1,"(1, 7, 16, 16, 9, 2)","(1, 5, 7, 4, 1)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,50,True,0,False,-48,3,True,32,0,0.0,inf,2.0,inf,(((()()()))(()))
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",0,"(1, 7, 16, 16, 9, 2)","(1, 5, 10, 10, 5, 1)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,False,True,True,6,True,0,False,-10,3,False,-1600,0,0.0,inf,2.0,inf,((()()()())(()))
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",2,"(1, 7, 16, 17, 9, 2)","(1, 5, 6, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,43,False,-20,False,-70,3,True,0,0,20.0,0.0,2.0,0.1,((((())()()))())
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",2,"(1, 7, 16, 17, 9, 2)","(1, 5, 6, 4, 1)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,48,True,0,False,-38,3,False,-836,0,0.0,inf,2.0,inf,((((()()())))())
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",5,"(1, 7, 16, 17, 9, 2)","(1, 5, 7, 4, 1)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,48,True,0,False,-55,3,True,34,0,0.0,inf,2.0,inf,(((()()())())())
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",1,"(1, 7, 16, 17, 9, 2)","(1, 5, 9, 7, 2)","(1, 8, 21, 26, 16, 4)",True,True,True,True,True,True,51,True,0,False,-41,3,False,-41,0,0.0,inf,2.0,inf,(((())()()())())
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",6,"(1, 7, 16, 20, 15, 6, 1)","(1, 5, 6, 4, 1)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,True,True,True,20,False,-10,False,-56,3,False,-80,0,10.0,0.0,2.0,0.2,(((()()()()))())
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",1,"(1, 7, 16, 20, 15, 6, 1)","(1, 5, 10, 10, 5, 1)","(1, 8, 21, 30, 25, 11, 2)",True,True,True,True,True,True,22,True,0,False,-40,3,False,-90,0,0.0,inf,2.0,inf,((()()()()())())
8,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5), (6, 7))",0,"(1, 7, 17, 16, 4)","(1, 4, 5, 2)","(1, 8, 21, 21, 6)",True,True,True,True,True,True,43,True,0,False,-33,2,True,27,0,0.0,inf,2.0,inf,(((()))(())(()))
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",0,"(1, 7, 17, 16, 4)","(1, 4, 6, 4, 1)","(1, 8, 21, 22, 8, 1)",True,True,True,False,True,True,20,True,0,False,-28,3,False,-592,0,0.0,inf,2.0,inf,((()())(())(()))
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",1,"(1, 7, 17, 17, 6)","(1, 4, 4, 1)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,43,False,-7,False,-40,2,True,76,0,7.0,0.0,2.0,0.2857142857142857,((((())))(())())
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 4), (2, 3), (5, 6))",1,"(1, 7, 17, 17, 6)","(1, 4, 5, 2)","(1, 8, 21, 22, 8)",True,True,True,True,True,True,43,True,0,False,-51,3,True,27,0,0.0,inf,2.0,inf,(((())())(())())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",0,"(1, 7, 17, 17, 7, 1)","(1, 4, 4)","(1, 8, 21, 21, 7, 1)",True,True,True,True,True,True,32,False,-28,False,-40,2,True,0,0,28.0,0.0,2.0,0.07142857142857142,(((()))((()))())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",0,"(1, 7, 17, 17, 7, 1)","(1, 4, 5, 2)","(1, 8, 21, 22, 9, 1)",True,True,True,True,True,True,30,False,-2,False,-51,3,True,0,0,2.0,0.0,2.0,1.0,(((()))(()())())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (1, 3), (4, 5), (4, 6))",0,"(1, 7, 17, 17, 7, 1)","(1, 4, 6, 4, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,False,True,True,35,True,0,False,-34,3,False,-340,0,0.0,inf,2.0,inf,((()())(()())())
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",2,"(1, 7, 17, 18, 8, 1)","(1, 4, 3)","(1, 8, 21, 21, 8, 1)",True,True,True,True,True,True,43,False,-24,False,-47,2,True,0,0,24.0,0.0,2.0,0.08333333333333333,(((((()))))()())
8,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5), (6, 7))",1,"(1, 7, 17, 18, 8, 1)","(1, 4, 4)","(1, 8, 21, 22, 8, 1)",True,True,True,True,True,True,43,False,-32,False,-72,3,True,0,0,32.0,0.0,2.0,0.0625,(((())(()))()())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (4, 6))",4,"(1, 7, 17, 18, 8, 1)","(1, 4, 4, 1)","(1, 8, 21, 22, 9, 1)",True,True,True,True,True,True,43,False,-14,False,-55,3,True,0,0,14.0,0.0,2.0,0.14285714285714285,((((()))())()())
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",1,"(1, 7, 17, 18, 9, 2)","(1, 4, 4, 1)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,43,False,-18,False,-55,3,True,0,0,18.0,0.0,2.0,0.1111111111111111,(((()()))(())())
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",0,"(1, 7, 17, 18, 9, 2)","(1, 4, 6, 4, 1)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,43,True,0,False,-40,3,False,-88,0,0.0,inf,2.0,inf,((()()())(())())
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",5,"(1, 7, 17, 19, 10, 2)","(1, 4, 3)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,43,False,-30,False,-57,3,True,0,0,30.0,0.0,2.0,0.06666666666666667,((((())()))()())
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",2,"(1, 7, 17, 19, 10, 2)","(1, 4, 3, 1)","(1, 8, 21, 22, 11, 2)",True,True,True,True,True,True,43,False,-25,False,-47,3,True,0,0,25.0,0.0,2.0,0.08,((((()())))()())
8,"((0, 1), (0, 4), (0, 7), (1, 2), (1, 3), (4, 5), (4, 6))",1,"(1, 7, 17, 19, 10, 2)","(1, 4, 4, 1)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,43,False,-21,False,-59,3,True,0,0,21.0,0.0,2.0,0.09523809523809523,(((()())())()())
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",1,"(1, 7, 17, 19, 10, 2)","(1, 4, 5, 2)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,43,False,-12,False,-61,3,True,0,0,12.0,0.0,2.0,0.16666666666666666,(((())()())()())
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",5,"(1, 7, 17, 21, 15, 6, 1)","(1, 4, 3, 1)","(1, 8, 21, 24, 16, 6, 1)",True,True,True,True,True,True,21,False,-33,False,-47,3,True,0,0,33.0,0.0,2.0,0.06060606060606061,(((()()()))()())
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",1,"(1, 7, 17, 21, 15, 6, 1)","(1, 4, 6, 4, 1)","(1, 8, 21, 27, 19, 7, 1)",True,True,True,True,True,True,20,False,-9,False,-58,3,False,-22,0,9.0,0.0,2.0,0.2222222222222222,((()()()())()())
8,"((0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6))",0,"(1, 7, 18, 20, 8)","(1, 3, 3, 1)","(1, 8, 21, 23, 9)",True,True,True,True,True,True,34,False,-6,False,-42,3,True,15,0,6.0,0.0,2.0,0.3333333333333333,((())(())(())())
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (2, 3), (4, 5))",0,"(1, 7, 18, 21, 11, 2)","(1, 3, 2)","(1, 8, 21, 23, 11, 2)",True,True,True,True,True,True,34,False,-27,False,-42,3,True,0,0,27.0,0.0,2.0,0.07407407407407407,(((()))(())()())
8,"((0, 1), (0, 4), (0, 6), (0, 7), (1, 2), (1, 3), (4, 5))",0,"(1, 7, 18, 21, 11, 2)","(1, 3, 3, 1)","(1, 8, 21, 24, 12, 2)",True,True,True,True,True,True,34,False,-12,False,-45,3,True,0,0,12.0,0.0,2.0,0.16666666666666666,((()())(())()())
8,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7))",4,"(1, 7, 18, 22, 13, 3)","(1, 3, 1)","(1, 8, 21, 23, 13, 3)",True,True,True,True,True,True,34,False,-48,False,-47,3,True,0,0,48.0,0.0,2.0,0.041666666666666664,((((())))()()())
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (5, 6))",1,"(1, 7, 18, 22, 13, 3)","(1, 3, 2)","(1, 8, 21, 24, 13, 3)",True,True,True,True,True,True,34,False,-30,False,-44,3,True,0,0,30.0,0.0,2.0,0.06666666666666667,(((())())()()())
8,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6), (5, 7))",1,"(1, 7, 18, 23, 16, 6, 1)","(1, 3, 1)","(1, 8, 21, 24, 16, 6, 1)",True,True,True,True,True,True,20,False,-51,False,-47,3,True,0,0,51.0,0.0,2.0,0.0392156862745098,(((()()))()()())
8,"((0, 1), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4))",1,"(1, 7, 18, 23, 16, 6, 1)","(1, 3, 3, 1)","(1, 8, 21, 26, 17, 6, 1)",True,True,True,True,True,True,20,False,-25,False,-51,3,True,0,0,25.0,0.0,2.0,0.08,((()()())()()())
8,"((0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (1, 2), (3, 4))",0,"(1, 7, 19, 25, 16, 4)","(1, 2, 1)","(1, 8, 21, 26, 16, 4)",True,True,True,True,True,True,25,False,-31,False,-31,3,True,0,0,31.0,0.0,2.0,0.06451612903225806,((())(())()()())
8,"((0, 1), (0, 6), (1, 2), (1, 3), (1, 4), (1, 5), (6, 7))",1,"(1, 7, 19, 26, 19, 7, 1)","(1, 2)","(1, 8, 21, 26, 19, 7, 1)",True,True,True,True,True,True,25,False,-52,False,-38,3,True,0,0,52.0,0.0,2.0,0.038461538461538464,(((()))()()()())
8,"((0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2), (1, 3))",0,"(1, 7, 19, 26, 19, 7, 1)","(1, 2, 1)","(1, 8, 21, 27, 19, 7, 1)",True,True,True,True,True,True,25,False,-33,False,-31,3,True,0,0,33.0,0.0,2.0,0.06060606060606061,((()())()()()())
8,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (1, 2))",0,"(1, 7, 20, 30, 25, 11, 2)","(1, 1)","(1, 8, 21, 30, 25, 11, 2)",True,True,True,True,True,True,16,False,-30,False,-20,3,True,0,0,30.0,0.0,2.0,0.06666666666666667,((())()()()()())
8,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7))",0,"(1, 7, 21, 35, 35, 21, 7, 1)","(1,)","(1, 8, 21, 35, 35, 21, 7, 1)",True,True,True,True,True,True,7,False,-21,False,-7,3,True,0,0,21.0,0.0,2.0,0.09523809523809523,(()()()()()()())
