n,edges,root,E,J,I,E_geq_J_coeffwise,E_dom_J,SCC,I_dom_1pxJ,IpxE_dom_E,gk_ck_plus_dk_ge0,gk_min,SCC_ge_xI,SCC_minus_xI_min,d_km1_JE_ge0_prefix_to_modeI,d_km1_JE_min_prefix,mode_I,ratio_J_over_E_logconcave,ratio_J_over_E_logconcave_min_crossdiff
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (8, 9), (8, 10), (8, 11))",9,"(1, 11, 45, 87, 87, 49, 15, 2)","(1, 10, 38, 72, 75, 44, 14, 2)","(1, 12, 55, 125, 159, 124, 59, 16, 2)",True,False,True,False,True,True,8,True,0,False,-66,4,False,-1276290
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",1,"(1, 11, 47, 102, 126, 93, 41, 10, 1)","(1, 8, 22, 25, 12, 2)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,59,False,-813,False,-1926,4,True,0
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",0,"(1, 11, 46, 93, 98, 55, 16, 2)","(1, 9, 31, 53, 50, 27, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,6,True,0,False,-544,4,False,-955824
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",2,"(1, 11, 46, 93, 96, 50, 12, 1)","(1, 9, 31, 55, 55, 31, 9, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,2,True,0,False,-353,4,False,-1647030
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",3,"(1, 11, 47, 103, 129, 96, 42, 10, 1)","(1, 8, 21, 22, 9, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,58,False,-951,False,-1911,4,True,0
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",4,"(1, 11, 45, 87, 85, 42, 10, 1)","(1, 10, 37, 66, 63, 33, 9, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,2,True,0,False,-249,4,False,-1233324
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",6,"(1, 11, 45, 87, 86, 44, 11, 1)","(1, 10, 37, 65, 61, 32, 9, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,2,True,0,False,-294,4,False,-1139692
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",7,"(1, 11, 47, 101, 120, 84, 36, 9, 1)","(1, 8, 23, 31, 21, 7, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,44,False,-168,False,-1599,4,True,0
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",8,"(1, 11, 47, 102, 124, 88, 37, 9, 1)","(1, 8, 22, 27, 17, 6, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,43,False,-268,False,-1614,4,True,0
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",9,"(1, 11, 45, 87, 86, 46, 14, 2)","(1, 10, 37, 65, 59, 29, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,False,True,True,6,True,0,False,-457,4,False,-172377
12,"((0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (7, 11), (8, 9), (8, 10))",11,"(1, 11, 45, 87, 87, 49, 15, 2)","(1, 10, 37, 64, 56, 28, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,False,True,True,6,True,0,False,-696,4,False,-194880
12,"((0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (8, 9), (8, 10))",1,"(1, 11, 47, 101, 121, 86, 37, 9, 1)","(1, 8, 23, 30, 20, 7, 1)","(1, 12, 55, 124, 151, 106, 44, 10, 1)",True,True,True,True,True,True,43,False,-160,False,-1610,4,True,0
12,"((0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (8, 9), (8, 10))",2,"(1, 11, 46, 93, 97, 54, 16, 2)","(1, 9, 31, 54, 52, 28, 8, 1)","(1, 12, 55, 124, 151, 106, 44, 10, 1)",True,True,True,False,True,True,6,True,0,False,-402,4,False,-930996
12,"((0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (8, 9), (8, 10))",3,"(1, 11, 47, 103, 129, 96, 42, 10, 1)","(1, 8, 21, 22, 10, 2)","(1, 12, 55, 124, 151, 106, 44, 10, 1)",True,True,True,True,True,True,58,False,-822,False,-1808,4,True,0
12,"((0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (8, 9), (8, 10))",4,"(1, 11, 45, 87, 85, 43, 11, 1)","(1, 10, 37, 66, 63, 33, 9, 1)","(1, 12, 55, 124, 151, 106, 44, 10, 1)",True,False,True,False,True,True,2,True,0,False,-249,4,False,-981639
12,"((0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (3, 4), (3, 5), (7, 8), (8, 9), (8, 10))",6,"(1, 11, 45, 87, 87, 49, 15, 2)","(1, 10, 37, 64, 57, 29, 8, 1)","(1, 12, 55, 124, 151, 106, 44, 10, 1)",True,True,True,False,True,True,6,True,0,False,-609,4,False,-197577
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9), (8, 10))",1,"(1, 11, 46, 93, 99, 60, 20, 3)","(1, 9, 30, 47, 37, 14, 2)","(1, 12, 55, 123, 146, 97, 34, 5)",True,True,True,True,True,True,128,False,-2,False,-1212,4,True,96
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9), (8, 10))",0,"(1, 11, 47, 101, 120, 80, 28, 4)","(1, 8, 22, 26, 17, 6, 1)","(1, 12, 55, 123, 146, 97, 34, 5)",True,True,True,True,True,True,115,False,-40,False,-1403,4,False,-2534
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9), (8, 10))",2,"(1, 11, 46, 93, 98, 57, 17, 2)","(1, 9, 30, 48, 40, 17, 3)","(1, 12, 55, 123, 146, 97, 34, 5)",True,True,True,False,True,True,128,True,0,False,-984,4,True,96
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9), (8, 10))",3,"(1, 11, 47, 102, 124, 86, 32, 5)","(1, 8, 21, 22, 11, 2)","(1, 12, 55, 123, 146, 97, 34, 5)",True,True,True,True,True,True,115,False,-528,False,-1606,4,True,0
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9), (8, 10))",4,"(1, 11, 45, 86, 81, 38, 7)","(1, 10, 37, 65, 59, 27, 5)","(1, 12, 55, 123, 146, 97, 34, 5)",True,False,True,False,True,True,84,True,0,False,-257,4,False,-745343
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9), (8, 10))",11,"(1, 11, 45, 86, 82, 41, 10, 1)","(1, 10, 37, 64, 56, 24, 4)","(1, 12, 55, 123, 146, 97, 34, 5)",True,True,True,False,True,True,75,True,0,False,-432,4,False,-210272
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",1,"(1, 11, 46, 93, 97, 52, 14, 1)","(1, 9, 29, 41, 25, 5)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,True,True,True,128,False,-90,False,-1652,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",0,"(1, 11, 46, 93, 97, 50, 10)","(1, 9, 29, 41, 27, 9, 1)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,False,True,True,110,True,0,False,-1466,4,False,-82071
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",2,"(1, 11, 46, 92, 90, 39, 6)","(1, 9, 30, 48, 38, 13, 1)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,False,True,True,42,True,0,False,-824,4,False,-110400
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",3,"(1, 11, 47, 101, 117, 71, 19, 1)","(1, 8, 21, 21, 6)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,True,True,True,115,False,-789,False,-1851,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",4,"(1, 11, 45, 85, 74, 24, 1)","(1, 10, 37, 64, 53, 18, 1)","(1, 12, 55, 122, 138, 77, 19, 1)",True,False,True,False,True,True,2,True,0,False,-265,4,False,-577992
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",6,"(1, 11, 46, 92, 92, 45, 11, 1)","(1, 9, 30, 46, 32, 8)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,True,True,True,68,False,-8,False,-1288,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",7,"(1, 11, 47, 99, 107, 56, 12)","(1, 8, 23, 31, 21, 7, 1)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,False,True,True,115,True,0,False,-1238,4,False,-39529
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",8,"(1, 11, 46, 93, 97, 52, 13, 1)","(1, 9, 29, 41, 25, 6)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,True,True,True,111,False,-13,False,-1652,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9), (10, 11))",9,"(1, 11, 45, 86, 81, 37, 7)","(1, 10, 36, 57, 40, 12, 1)","(1, 12, 55, 122, 138, 77, 19, 1)",True,True,True,False,True,True,56,True,0,False,-1177,4,True,144
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",1,"(1, 11, 46, 95, 108, 70, 25, 4)","(1, 9, 29, 43, 33, 13, 2)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,True,True,True,128,False,-2,False,-1509,4,True,217
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",0,"(1, 11, 46, 95, 109, 72, 26, 4)","(1, 9, 29, 42, 31, 12, 2)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,True,True,True,128,True,0,False,-1633,4,True,217
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",2,"(1, 11, 46, 94, 101, 58, 17, 2)","(1, 9, 30, 50, 45, 21, 4)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,False,True,True,128,True,0,False,-820,4,False,-313600
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",3,"(1, 11, 47, 103, 128, 92, 36, 6)","(1, 8, 21, 23, 11, 2)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,True,True,True,115,False,-708,False,-1811,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",4,"(1, 11, 45, 87, 85, 41, 8)","(1, 10, 37, 66, 62, 30, 6)","(1, 12, 55, 124, 151, 103, 38, 6)",True,False,True,False,True,True,112,True,0,False,-249,4,False,-701586
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",6,"(1, 11, 46, 93, 98, 55, 16, 2)","(1, 9, 31, 53, 48, 22, 4)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,False,True,True,128,True,0,False,-730,4,False,-206740
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",7,"(1, 11, 48, 108, 136, 97, 37, 6)","(1, 7, 16, 15, 6, 1)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,True,True,True,102,False,-639,False,-1392,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",8,"(1, 11, 46, 94, 103, 63, 21, 3)","(1, 9, 30, 48, 40, 17, 3)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,True,True,True,128,True,0,False,-1184,4,True,96
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",9,"(1, 11, 45, 88, 93, 58, 20, 3)","(1, 10, 36, 58, 45, 18, 3)","(1, 12, 55, 124, 151, 103, 38, 6)",True,True,True,True,True,True,141,True,0,False,-1434,4,True,144
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (7, 11), (8, 9))",10,"(1, 11, 45, 86, 81, 37, 7)","(1, 10, 38, 70, 66, 31, 6)","(1, 12, 55, 124, 151, 103, 38, 6)",True,False,True,False,True,True,91,True,0,False,-118,4,False,-688668
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",1,"(1, 11, 46, 94, 103, 63, 21, 3)","(1, 9, 29, 41, 25, 5)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,True,True,True,128,False,-210,False,-1873,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",0,"(1, 11, 46, 93, 97, 50, 10)","(1, 9, 30, 47, 38, 16, 3)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,False,True,True,128,True,0,False,-1025,4,False,-360968
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",3,"(1, 11, 47, 102, 122, 80, 26, 3)","(1, 8, 21, 22, 8)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,True,True,True,115,False,-784,False,-1868,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",4,"(1, 11, 45, 86, 79, 31, 3)","(1, 10, 37, 65, 57, 23, 3)","(1, 12, 55, 123, 144, 88, 26, 3)",True,False,True,False,True,True,18,True,0,False,-257,4,False,-668461
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",6,"(1, 11, 47, 100, 114, 70, 22, 3)","(1, 8, 23, 30, 18, 4)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,True,True,True,115,False,-116,False,-1620,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",8,"(1, 11, 46, 94, 102, 59, 17, 2)","(1, 9, 29, 42, 29, 9, 1)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,True,True,True,128,False,-1,False,-1558,4,True,118
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",9,"(1, 11, 45, 87, 86, 44, 11, 1)","(1, 10, 36, 58, 44, 15, 2)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,False,True,True,84,True,0,False,-1160,4,True,144
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 11), (7, 8), (7, 10), (8, 9))",11,"(1, 11, 45, 86, 81, 37, 7)","(1, 10, 37, 63, 51, 19, 3)","(1, 12, 55, 123, 144, 88, 26, 3)",True,True,True,False,True,True,70,True,0,False,-717,4,False,-4770
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",1,"(1, 11, 46, 93, 98, 56, 17, 2)","(1, 9, 30, 47, 37, 14, 2)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,True,True,True,128,True,0,False,-1165,4,True,96
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",0,"(1, 11, 47, 101, 120, 80, 28, 4)","(1, 8, 22, 25, 13, 3)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,True,True,True,115,False,-440,False,-1687,4,True,0
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",2,"(1, 11, 46, 93, 97, 54, 16, 2)","(1, 9, 30, 48, 39, 15, 2)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,True,True,True,128,True,0,False,-1029,4,True,96
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",3,"(1, 11, 47, 102, 123, 83, 29, 4)","(1, 8, 21, 22, 10, 2)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,True,True,True,115,False,-596,False,-1686,4,True,0
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",4,"(1, 11, 45, 86, 80, 35, 6)","(1, 10, 37, 65, 58, 25, 4)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,False,True,True,60,True,0,False,-257,4,False,-661816
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",6,"(1, 11, 46, 92, 92, 45, 9)","(1, 9, 31, 53, 48, 22, 4)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,False,True,True,117,True,0,False,-460,4,False,-706744
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",7,"(1, 11, 47, 101, 119, 79, 28, 4)","(1, 8, 22, 26, 14, 3)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,True,True,True,115,False,-388,False,-1680,4,True,0
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",8,"(1, 11, 46, 94, 102, 60, 18, 2)","(1, 9, 29, 43, 33, 13, 2)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,False,True,True,128,True,0,False,-1284,4,True,217
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",9,"(1, 11, 45, 87, 87, 49, 15, 2)","(1, 10, 36, 58, 44, 16, 2)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,True,True,True,125,False,-2,False,-1218,4,True,144
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",10,"(1, 11, 45, 86, 81, 38, 7)","(1, 10, 37, 64, 55, 24, 4)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,False,True,True,77,True,0,False,-454,4,False,-191996
12,"((0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 10), (8, 9))",11,"(1, 11, 45, 86, 81, 37, 7)","(1, 10, 37, 64, 56, 24, 4)","(1, 12, 55, 123, 145, 93, 31, 4)",True,True,True,False,True,True,77,True,0,False,-368,4,False,-394592
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",1,"(1, 11, 46, 93, 98, 56, 17, 2)","(1, 9, 29, 40, 22, 4)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,True,True,True,128,False,-150,False,-1874,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",0,"(1, 11, 46, 92, 92, 44, 8)","(1, 9, 30, 46, 34, 13, 2)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,False,True,True,80,True,0,False,-1104,4,False,-381984
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",3,"(1, 11, 47, 101, 117, 72, 21, 2)","(1, 8, 21, 21, 6)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,True,True,True,115,False,-810,False,-1851,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",4,"(1, 11, 45, 85, 74, 25, 2)","(1, 10, 37, 64, 53, 19, 2)","(1, 12, 55, 122, 138, 78, 21, 2)",True,False,True,False,True,True,8,True,0,False,-265,4,False,-689691
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",6,"(1, 11, 47, 99, 108, 60, 17, 2)","(1, 8, 23, 30, 18, 4)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,True,True,True,115,False,-66,False,-1458,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",7,"(1, 11, 46, 92, 91, 42, 8)","(1, 9, 30, 47, 36, 13, 2)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,False,True,True,80,True,0,False,-965,4,False,-51947
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",8,"(1, 11, 46, 94, 102, 59, 17, 2)","(1, 9, 28, 36, 19, 4)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,True,True,True,128,False,-186,False,-1886,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",9,"(1, 11, 45, 86, 80, 34, 6)","(1, 10, 36, 58, 44, 15, 2)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,False,True,True,48,True,0,False,-856,4,True,144
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",10,"(1, 11, 46, 93, 97, 52, 13, 1)","(1, 9, 29, 41, 26, 8, 1)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,False,True,True,122,True,0,False,-1559,4,True,52
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (7, 8), (8, 9), (10, 11))",11,"(1, 11, 45, 86, 81, 38, 9, 1)","(1, 10, 36, 57, 40, 12, 1)","(1, 12, 55, 122, 138, 78, 21, 2)",True,True,True,True,True,True,40,False,-3,False,-1177,4,True,38
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",1,"(1, 11, 46, 95, 110, 79, 35, 9, 1)","(1, 9, 29, 41, 26, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,45,False,-379,False,-2040,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",2,"(1, 11, 46, 94, 101, 58, 17, 2)","(1, 9, 30, 50, 47, 26, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,6,True,0,False,-632,4,False,-1217832
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",3,"(1, 11, 47, 103, 128, 94, 41, 10, 1)","(1, 8, 21, 23, 11, 2)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,59,False,-754,False,-1811,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",4,"(1, 11, 45, 87, 85, 43, 11, 1)","(1, 10, 37, 66, 62, 32, 9, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,2,True,0,False,-249,4,False,-878796
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",6,"(1, 11, 48, 108, 137, 101, 43, 10, 1)","(1, 7, 16, 14, 4)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,57,False,-866,False,-1486,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",7,"(1, 11, 46, 93, 97, 53, 15, 2)","(1, 9, 31, 54, 52, 28, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,False,True,False,True,True,6,True,0,False,-402,4,False,-930996
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",8,"(1, 11, 46, 96, 114, 82, 36, 9, 1)","(1, 9, 28, 37, 23, 7, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,True,True,True,44,False,-412,False,-2010,4,True,0
12,"((0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (6, 10), (6, 11), (7, 8), (8, 9))",9,"(1, 11, 45, 88, 91, 51, 15, 2)","(1, 10, 36, 60, 54, 28, 8, 1)","(1, 12, 55, 124, 151, 105, 43, 10, 1)",True,True,True,False,True,True,6,True,0,False,-708,4,False,-825072
