n,edges,root,E,J,I,E_geq_J_coeffwise,E_dom_J,SCC,I_dom_1pxJ,IpxE_dom_E,gk_ck_plus_dk_ge0,gk_min,SCC_ge_xI,SCC_minus_xI_min,d_km1_JE_ge0_prefix_to_modeI,d_km1_JE_min_prefix,mode_I,ratio_J_over_E_logconcave,ratio_J_over_E_logconcave_min_crossdiff
1,(),0,"(1,)","(1,)","(1, 1)",True,True,True,True,True,True,0,True,0,True,0,0,True,0
2,"((0, 1),)",1,"(1, 1)","(1,)","(1, 2)",True,True,True,True,True,True,0,True,0,False,-1,1,True,0
3,"((0, 1), (0, 2))",1,"(1, 2)","(1, 1)","(1, 3, 1)",True,True,True,False,True,True,6,True,0,False,-1,1,True,0
3,"((0, 1), (0, 2))",0,"(1, 2, 1)","(1,)","(1, 3, 1)",True,True,True,True,True,True,2,False,-1,False,-2,1,True,0
4,"((0, 1), (0, 3), (1, 2))",1,"(1, 3, 2)","(1, 1)","(1, 4, 3)",True,True,True,True,True,True,8,True,0,False,-2,1,True,2
4,"((0, 1), (0, 3), (1, 2))",2,"(1, 3, 1)","(1, 2)","(1, 4, 3)",True,True,True,True,True,True,13,True,0,False,-1,1,True,4
4,"((0, 1), (0, 2), (0, 3))",1,"(1, 3, 1)","(1, 2, 1)","(1, 4, 3, 1)",True,False,True,False,True,True,2,True,0,False,-1,1,False,-5
4,"((0, 1), (0, 2), (0, 3))",0,"(1, 3, 3, 1)","(1,)","(1, 4, 3, 1)",True,True,True,True,True,True,3,False,-3,False,-3,1,True,0
5,"((0, 1), (0, 3), (1, 2), (3, 4))",1,"(1, 4, 4, 1)","(1, 2)","(1, 5, 6, 1)",True,True,True,True,True,True,10,False,-2,False,-8,2,True,0
5,"((0, 1), (0, 3), (1, 2), (3, 4))",0,"(1, 4, 4)","(1, 2, 1)","(1, 5, 6, 1)",True,True,True,False,True,True,16,True,0,False,-4,2,True,0
5,"((0, 1), (0, 3), (1, 2), (3, 4))",2,"(1, 4, 3)","(1, 3, 1)","(1, 5, 6, 1)",True,True,True,False,True,True,12,True,0,False,-5,2,True,11
5,"((0, 1), (0, 3), (0, 4), (1, 2))",1,"(1, 4, 4, 1)","(1, 2, 1)","(1, 5, 6, 2)",True,True,True,True,True,True,14,True,0,False,-4,2,True,0
5,"((0, 1), (0, 3), (0, 4), (1, 2))",0,"(1, 4, 5, 2)","(1, 1)","(1, 5, 6, 2)",True,True,True,True,True,True,10,False,-2,False,-5,2,True,0
5,"((0, 1), (0, 3), (0, 4), (1, 2))",2,"(1, 4, 3, 1)","(1, 3, 1)","(1, 5, 6, 2)",True,True,True,True,True,True,5,True,0,False,-5,2,True,4
5,"((0, 1), (0, 3), (0, 4), (1, 2))",3,"(1, 4, 3)","(1, 3, 2)","(1, 5, 6, 2)",True,True,True,False,True,True,15,True,0,False,-1,2,False,-5
5,"((0, 1), (0, 2), (0, 3), (0, 4))",1,"(1, 4, 3, 1)","(1, 3, 3, 1)","(1, 5, 6, 4, 1)",True,False,True,False,True,True,2,True,0,False,-1,2,False,-21
5,"((0, 1), (0, 2), (0, 3), (0, 4))",0,"(1, 4, 6, 4, 1)","(1,)","(1, 5, 6, 4, 1)",True,True,True,True,True,True,4,False,-6,False,-4,2,True,0
6,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5))",1,"(1, 5, 7, 2)","(1, 3, 2)","(1, 6, 10, 4)",True,True,True,True,True,True,26,True,0,False,-11,2,True,13
6,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5))",2,"(1, 5, 7, 3)","(1, 3, 1)","(1, 6, 10, 4)",True,True,True,True,True,True,26,False,-2,False,-16,2,True,15
6,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5))",3,"(1, 5, 6, 1)","(1, 4, 3)","(1, 6, 10, 4)",True,True,True,False,True,True,33,True,0,False,-9,2,True,21
6,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5))",1,"(1, 5, 8, 5, 1)","(1, 2)","(1, 6, 10, 5, 1)",True,True,True,True,True,True,17,False,-10,False,-16,2,True,0
6,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5))",0,"(1, 5, 7, 2)","(1, 3, 3, 1)","(1, 6, 10, 5, 1)",True,False,True,False,True,True,6,True,0,False,-6,2,False,-57
6,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5))",2,"(1, 5, 6, 1)","(1, 4, 4, 1)","(1, 6, 10, 5, 1)",True,False,True,False,True,True,2,True,0,False,-4,2,False,-64
6,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5))",4,"(1, 5, 7, 4, 1)","(1, 3, 1)","(1, 6, 10, 5, 1)",True,True,True,True,True,True,8,False,-5,False,-16,2,True,0
6,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5))",5,"(1, 5, 6, 2)","(1, 4, 3, 1)","(1, 6, 10, 5, 1)",True,True,True,False,True,True,6,True,0,False,-9,2,False,-54
6,"((0, 1), (0, 4), (0, 5), (1, 2), (1, 3))",1,"(1, 5, 8, 5, 1)","(1, 2, 1)","(1, 6, 10, 6, 1)",True,True,True,True,True,True,16,False,-2,False,-11,2,True,0
6,"((0, 1), (0, 4), (0, 5), (1, 2), (1, 3))",2,"(1, 5, 6, 2)","(1, 4, 4, 1)","(1, 6, 10, 6, 1)",True,True,True,False,True,True,6,True,0,False,-4,2,False,-4
6,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4))",1,"(1, 5, 7, 3)","(1, 3, 2)","(1, 6, 10, 5)",True,True,True,True,True,True,26,True,0,False,-11,2,True,13
6,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4))",0,"(1, 5, 8, 4)","(1, 2, 1)","(1, 6, 10, 5)",True,True,True,True,True,True,19,True,0,False,-11,2,True,7
6,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4))",2,"(1, 5, 6, 2)","(1, 4, 3)","(1, 6, 10, 5)",True,True,True,True,True,True,33,True,0,False,-9,2,True,21
6,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4))",5,"(1, 5, 6, 1)","(1, 4, 4)","(1, 6, 10, 5)",True,True,True,True,True,True,33,True,0,False,-4,2,False,-4
6,"((0, 1), (0, 3), (0, 4), (0, 5), (1, 2))",1,"(1, 5, 7, 4, 1)","(1, 3, 3, 1)","(1, 6, 10, 7, 2)",True,True,True,True,True,True,10,True,0,False,-6,2,False,-12
6,"((0, 1), (0, 3), (0, 4), (0, 5), (1, 2))",0,"(1, 5, 9, 7, 2)","(1, 1)","(1, 6, 10, 7, 2)",True,True,True,True,True,True,12,False,-7,False,-9,2,True,0
6,"((0, 1), (0, 3), (0, 4), (0, 5), (1, 2))",2,"(1, 5, 6, 4, 1)","(1, 4, 3, 1)","(1, 6, 10, 7, 2)",True,True,True,True,True,True,11,True,0,False,-9,2,True,6
6,"((0, 1), (0, 3), (0, 4), (0, 5), (1, 2))",3,"(1, 5, 6, 2)","(1, 4, 5, 2)","(1, 6, 10, 7, 2)",True,False,True,False,True,True,8,True,0,False,-1,2,False,-38
6,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5))",1,"(1, 5, 6, 4, 1)","(1, 4, 6, 4, 1)","(1, 6, 10, 10, 5, 1)",True,False,True,False,True,True,2,True,0,False,-1,2,False,-54
6,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5))",0,"(1, 5, 10, 10, 5, 1)","(1,)","(1, 6, 10, 10, 5, 1)",True,True,True,True,True,True,5,False,-10,False,-5,2,True,0
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (5, 6))",1,"(1, 6, 11, 6)","(1, 4, 4, 1)","(1, 7, 15, 10, 1)",True,True,True,False,True,True,38,True,0,False,-20,2,True,32
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (5, 6))",0,"(1, 6, 11, 6, 1)","(1, 4, 4)","(1, 7, 15, 10, 1)",True,True,True,True,True,True,21,False,-4,False,-20,2,True,0
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (5, 6))",2,"(1, 6, 11, 7, 1)","(1, 4, 3)","(1, 7, 15, 10, 1)",True,True,True,True,True,True,35,False,-3,False,-26,2,True,0
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (5, 6))",3,"(1, 6, 10, 4)","(1, 5, 6, 1)","(1, 7, 15, 10, 1)",True,True,True,False,True,True,20,True,0,False,-14,2,True,34
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6))",1,"(1, 6, 11, 7, 2)","(1, 4, 4, 1)","(1, 7, 15, 11, 3)",True,True,True,True,True,True,26,False,-1,False,-20,2,True,22
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6))",0,"(1, 6, 11, 6, 1)","(1, 4, 5, 2)","(1, 7, 15, 11, 3)",True,True,True,False,True,True,32,True,0,False,-14,2,False,-68
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6))",2,"(1, 6, 11, 8, 2)","(1, 4, 3, 1)","(1, 7, 15, 11, 3)",True,True,True,True,True,True,38,True,0,False,-26,2,False,-52
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6))",3,"(1, 6, 10, 5, 1)","(1, 5, 6, 2)","(1, 7, 15, 11, 3)",True,True,True,True,True,True,19,True,0,False,-14,2,True,34
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6))",4,"(1, 6, 12, 10, 3)","(1, 3, 1)","(1, 7, 15, 11, 3)",True,True,True,True,True,True,30,False,-18,False,-30,2,True,0
7,"((0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6))",5,"(1, 6, 10, 4)","(1, 5, 7, 3)","(1, 7, 15, 11, 3)",True,False,True,False,True,True,28,True,0,False,-8,2,False,-324
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",1,"(1, 6, 11, 6)","(1, 4, 5, 2)","(1, 7, 15, 11, 2)",True,True,True,False,True,True,38,True,0,False,-14,2,False,-68
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",0,"(1, 6, 12, 9, 2)","(1, 3, 2)","(1, 7, 15, 11, 2)",True,True,True,True,True,True,30,False,-4,False,-24,2,True,0
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",2,"(1, 6, 11, 8, 2)","(1, 4, 3)","(1, 7, 15, 11, 2)",True,True,True,True,True,True,36,False,-6,False,-26,2,True,0
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",3,"(1, 6, 10, 5)","(1, 5, 6, 2)","(1, 7, 15, 11, 2)",True,True,True,False,True,True,35,True,0,False,-14,2,True,34
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",4,"(1, 6, 11, 7, 1)","(1, 4, 4, 1)","(1, 7, 15, 11, 2)",True,True,True,False,True,True,38,True,0,False,-20,2,True,11
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",5,"(1, 6, 10, 5, 1)","(1, 5, 6, 1)","(1, 7, 15, 11, 2)",True,True,True,True,True,True,14,False,-1,False,-14,2,True,10
7,"((0, 1), (0, 4), (0, 6), (1, 2), (2, 3), (4, 5))",6,"(1, 6, 10, 4)","(1, 5, 7, 2)","(1, 7, 15, 11, 2)",True,True,True,False,True,True,24,True,0,False,-8,2,False,-2
7,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6))",1,"(1, 6, 13, 13, 6, 1)","(1, 2)","(1, 7, 15, 13, 6, 1)",True,True,True,True,True,True,22,False,-26,False,-26,2,True,0
7,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6))",0,"(1, 6, 11, 7, 2)","(1, 4, 6, 4, 1)","(1, 7, 15, 13, 6, 1)",True,False,True,False,True,True,6,True,0,False,-8,2,False,-424
7,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6))",2,"(1, 6, 10, 5, 1)","(1, 5, 8, 5, 1)","(1, 7, 15, 13, 6, 1)",True,False,True,False,True,True,2,True,0,False,-2,2,False,-580
7,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6))",5,"(1, 6, 11, 10, 5, 1)","(1, 4, 3, 1)","(1, 7, 15, 13, 6, 1)",True,True,True,True,True,True,14,False,-7,False,-26,2,True,0
7,"((0, 1), (0, 5), (1, 2), (1, 3), (1, 4), (5, 6))",6,"(1, 6, 10, 7, 2)","(1, 5, 6, 4, 1)","(1, 7, 15, 13, 6, 1)",True,True,True,False,True,True,6,True,0,False,-14,2,False,-488
7,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5), (4, 6))",1,"(1, 6, 12, 11, 5, 1)","(1, 3, 1)","(1, 7, 15, 12, 5, 1)",True,True,True,True,True,True,14,False,-21,False,-30,2,True,0
7,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5), (4, 6))",0,"(1, 6, 11, 6, 1)","(1, 4, 6, 4, 1)","(1, 7, 15, 12, 5, 1)",True,False,True,False,True,True,2,True,0,False,-8,2,False,-640
7,"((0, 1), (0, 4), (1, 2), (1, 3), (4, 5), (4, 6))",2,"(1, 6, 10, 5, 1)","(1, 5, 7, 4, 1)","(1, 7, 15, 12, 5, 1)",True,False,True,False,True,True,2,True,0,False,-8,2,False,-530
7,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5))",1,"(1, 6, 12, 10, 3)","(1, 3, 2)","(1, 7, 15, 12, 3)",True,True,True,True,True,True,30,False,-6,False,-24,2,True,0
7,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5))",0,"(1, 6, 12, 9, 2)","(1, 3, 3, 1)","(1, 7, 15, 12, 3)",True,True,True,True,True,True,30,True,0,False,-18,2,True,0
7,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5))",2,"(1, 6, 10, 5)","(1, 5, 7, 3)","(1, 7, 15, 12, 3)",True,True,True,False,True,True,40,True,0,False,-8,2,False,-30
7,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5))",4,"(1, 6, 11, 8, 2)","(1, 4, 4, 1)","(1, 7, 15, 12, 3)",True,True,True,True,True,True,38,True,0,False,-20,2,True,22
7,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5))",5,"(1, 6, 10, 6, 1)","(1, 5, 6, 2)","(1, 7, 15, 12, 3)",True,True,True,True,True,True,32,True,0,False,-14,2,True,34
7,"((0, 1), (0, 4), (0, 6), (1, 2), (1, 3), (4, 5))",6,"(1, 6, 10, 5, 1)","(1, 5, 7, 2)","(1, 7, 15, 12, 3)",True,True,True,True,True,True,18,True,0,False,-8,2,False,-2
7,"((0, 1), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3))",1,"(1, 6, 12, 11, 5, 1)","(1, 3, 3, 1)","(1, 7, 15, 14, 6, 1)",True,True,True,True,True,True,13,False,-4,False,-18,2,True,0
7,"((0, 1), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3))",0,"(1, 6, 13, 13, 6, 1)","(1, 2, 1)","(1, 7, 15, 14, 6, 1)",True,True,True,True,True,True,22,False,-13,False,-20,2,True,0
7,"((0, 1), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3))",2,"(1, 6, 10, 7, 2)","(1, 5, 7, 4, 1)","(1, 7, 15, 14, 6, 1)",True,True,True,False,True,True,6,True,0,False,-8,2,False,-23
7,"((0, 1), (0, 4), (0, 5), (0, 6), (1, 2), (1, 3))",4,"(1, 6, 10, 6, 1)","(1, 5, 8, 5, 1)","(1, 7, 15, 14, 6, 1)",True,False,True,False,True,True,2,True,0,False,-2,2,False,-196
7,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4), (5, 6))",1,"(1, 6, 11, 7, 1)","(1, 4, 4)","(1, 7, 15, 11, 1)",True,True,True,True,True,True,34,False,-4,False,-20,2,True,0
7,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4), (5, 6))",0,"(1, 6, 12, 8)","(1, 3, 3, 1)","(1, 7, 15, 11, 1)",True,True,True,False,True,True,30,True,0,False,-18,2,True,0
7,"((0, 1), (0, 3), (0, 5), (1, 2), (3, 4), (5, 6))",2,"(1, 6, 10, 5)","(1, 5, 6, 1)","(1, 7, 15, 11, 1)",True,True,True,False,True,True,30,True,0,False,-14,2,True,34
7,"((0, 1), (0, 3), (0, 5), (0, 6), (1, 2), (3, 4))",1,"(1, 6, 11, 8, 2)","(1, 4, 5, 2)","(1, 7, 15, 13, 4)",True,True,True,True,True,True,38,True,0,False,-14,2,False,-4
7,"((0, 1), (0, 3), (0, 5), (0, 6), (1, 2), (3, 4))",0,"(1, 6, 13, 12, 4)","(1, 2, 1)","(1, 7, 15, 13, 4)",True,True,True,True,True,True,22,False,-11,False,-20,2,True,0
7,"((0, 1), (0, 3), (0, 5), (0, 6), (1, 2), (3, 4))",2,"(1, 6, 10, 7, 2)","(1, 5, 6, 2)","(1, 7, 15, 13, 4)",True,True,True,True,True,True,31,True,0,False,-14,2,True,34
7,"((0, 1), (0, 3), (0, 5), (0, 6), (1, 2), (3, 4))",5,"(1, 6, 10, 5)","(1, 5, 8, 4)","(1, 7, 15, 13, 4)",True,True,True,False,True,True,45,True,0,False,-2,2,False,-80
7,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2))",1,"(1, 6, 11, 10, 5, 1)","(1, 4, 6, 4, 1)","(1, 7, 15, 16, 9, 2)",True,True,True,True,True,True,16,True,0,False,-16,3,False,-40
7,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2))",0,"(1, 6, 14, 16, 9, 2)","(1, 1)","(1, 7, 15, 16, 9, 2)",True,True,True,True,True,True,14,False,-16,False,-14,3,True,0
7,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2))",2,"(1, 6, 10, 10, 5, 1)","(1, 5, 6, 4, 1)","(1, 7, 15, 16, 9, 2)",True,True,True,True,True,True,16,True,0,False,-20,3,True,10
7,"((0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (1, 2))",3,"(1, 6, 10, 7, 2)","(1, 5, 9, 7, 2)","(1, 7, 15, 16, 9, 2)",True,False,True,False,True,True,8,True,0,False,-1,3,False,-98
7,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6))",1,"(1, 6, 10, 10, 5, 1)","(1, 5, 10, 10, 5, 1)","(1, 7, 15, 20, 15, 6, 1)",True,False,True,False,True,True,2,True,0,False,-1,3,False,-110
7,"((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6))",0,"(1, 6, 15, 20, 15, 6, 1)","(1,)","(1, 7, 15, 20, 15, 6, 1)",True,True,True,True,True,True,6,False,-15,False,-6,3,True,0
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",1,"(1, 7, 16, 13, 3)","(1, 5, 7, 2)","(1, 8, 21, 20, 5)",True,True,True,True,True,True,52,True,0,False,-31,2,True,57
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",2,"(1, 7, 16, 13, 2)","(1, 5, 7, 3)","(1, 8, 21, 20, 5)",True,True,True,False,True,True,52,True,0,False,-31,2,True,57
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",3,"(1, 7, 16, 14, 4)","(1, 5, 6, 1)","(1, 8, 21, 20, 5)",True,True,True,True,True,True,52,False,-10,False,-38,2,True,64
8,"((0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7))",4,"(1, 7, 15, 10, 1)","(1, 6, 10, 4)","(1, 8, 21, 20, 5)",True,True,True,False,True,True,61,True,0,False,-20,2,True,50
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",1,"(1, 7, 16, 13, 3)","(1, 5, 8, 5, 1)","(1, 8, 21, 21, 8, 1)",True,True,True,False,True,True,12,True,0,False,-24,2,False,-576
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",0,"(1, 7, 16, 14, 6, 1)","(1, 5, 7, 2)","(1, 8, 21, 21, 8, 1)",True,True,True,True,True,True,20,False,-14,False,-31,2,True,0
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",2,"(1, 7, 17, 18, 8, 1)","(1, 4, 3)","(1, 8, 21, 21, 8, 1)",True,True,True,True,True,True,43,False,-24,False,-47,2,True,0
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",3,"(1, 7, 15, 10, 1)","(1, 6, 11, 7, 1)","(1, 8, 21, 21, 8, 1)",True,False,True,False,True,True,2,True,0,False,-13,2,False,-980
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",5,"(1, 7, 16, 14, 4)","(1, 5, 7, 4, 1)","(1, 8, 21, 21, 8, 1)",True,True,True,False,True,True,20,True,0,False,-31,2,False,-348
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",6,"(1, 7, 16, 15, 6, 1)","(1, 5, 6, 2)","(1, 8, 21, 21, 8, 1)",True,True,True,True,True,True,19,False,-6,False,-38,2,True,0
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7))",7,"(1, 7, 15, 11, 3)","(1, 6, 10, 5, 1)","(1, 8, 21, 21, 8, 1)",True,True,True,False,True,True,12,True,0,False,-20,2,False,-85
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",1,"(1, 7, 16, 14, 6, 1)","(1, 5, 8, 5, 1)","(1, 8, 21, 22, 11, 2)",True,True,True,True,True,True,23,True,0,False,-32,3,False,-128
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",2,"(1, 7, 17, 19, 10, 2)","(1, 4, 3, 1)","(1, 8, 21, 22, 11, 2)",True,True,True,True,True,True,43,False,-25,False,-47,3,True,0
8,"((0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7))",3,"(1, 7, 15, 11, 3)","(1, 6, 11, 8, 2)","(1, 8, 21, 22, 11, 2)",True,True,True,False,True,True,15,True,0,False,-13,3,False,-1483
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",1,"(1, 7, 17, 17, 6)","(1, 4, 4, 1)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,43,False,-7,False,-40,2,True,76
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",0,"(1, 7, 16, 13, 3)","(1, 5, 8, 4)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,52,True,0,False,-24,2,True,8
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",2,"(1, 7, 16, 14, 4)","(1, 5, 7, 3)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,52,True,0,False,-31,2,True,57
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",3,"(1, 7, 15, 11, 3)","(1, 6, 10, 4)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,61,True,0,False,-20,2,True,50
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",4,"(1, 7, 15, 10, 1)","(1, 6, 11, 6)","(1, 8, 21, 21, 7)",True,True,True,False,True,True,61,True,0,False,-13,2,True,1
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",6,"(1, 7, 16, 15, 5)","(1, 5, 6, 2)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,52,True,0,False,-38,2,True,106
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7))",7,"(1, 7, 15, 11, 2)","(1, 6, 10, 5)","(1, 8, 21, 21, 7)",True,True,True,True,True,True,61,True,0,False,-20,2,True,50
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",1,"(1, 7, 17, 18, 9, 2)","(1, 4, 4, 1)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,43,False,-18,False,-55,3,True,0
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",0,"(1, 7, 16, 13, 3)","(1, 5, 9, 7, 2)","(1, 8, 21, 22, 10, 2)",True,False,True,False,True,True,15,True,0,False,-17,3,False,-1589
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",2,"(1, 7, 16, 15, 6, 1)","(1, 5, 7, 4, 1)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,23,True,0,False,-41,3,False,-39
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",3,"(1, 7, 15, 12, 5, 1)","(1, 6, 10, 5, 1)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,13,True,0,False,-45,3,True,12
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",4,"(1, 7, 15, 11, 3)","(1, 6, 11, 7, 2)","(1, 8, 21, 22, 10, 2)",True,False,True,False,True,True,15,True,0,False,-16,3,False,-457
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",5,"(1, 7, 17, 19, 10, 2)","(1, 4, 3)","(1, 8, 21, 22, 10, 2)",True,True,True,True,True,True,43,False,-30,False,-57,3,True,0
8,"((0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7))",6,"(1, 7, 15, 11, 2)","(1, 6, 11, 8, 2)","(1, 8, 21, 22, 10, 2)",True,False,True,False,True,True,8,True,0,False,-13,3,False,-1483
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 4), (2, 3), (5, 6))",1,"(1, 7, 17, 17, 6)","(1, 4, 5, 2)","(1, 8, 21, 22, 8)",True,True,True,True,True,True,43,True,0,False,-51,3,True,27
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 4), (2, 3), (5, 6))",2,"(1, 7, 16, 15, 5)","(1, 5, 7, 3)","(1, 8, 21, 22, 8)",True,True,True,True,True,True,52,True,0,False,-57,3,True,57
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 4), (2, 3), (5, 6))",3,"(1, 7, 15, 12, 3)","(1, 6, 10, 5)","(1, 8, 21, 22, 8)",True,True,True,True,True,True,61,True,0,False,-45,3,True,50
8,"((0, 1), (0, 5), (0, 7), (1, 2), (1, 4), (2, 3), (5, 6))",4,"(1, 7, 15, 11, 2)","(1, 6, 11, 6)","(1, 8, 21, 22, 8)",True,True,True,True,True,True,61,True,0,False,-31,3,True,1
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",1,"(1, 7, 16, 13, 2)","(1, 5, 8, 5, 1)","(1, 8, 21, 21, 7, 1)",True,False,True,False,True,True,6,True,0,False,-24,2,False,-576
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",0,"(1, 7, 17, 17, 7, 1)","(1, 4, 4)","(1, 8, 21, 21, 7, 1)",True,True,True,True,True,True,32,False,-28,False,-40,2,True,0
8,"((0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6))",2,"(1, 7, 16, 15, 6, 1)","(1, 5, 6, 1)","(1, 8, 21, 21, 7, 1)",True,True,True,True,True,True,20,False,-21,False,-38,2,True,0
